month,week_of_month,day_of_week,make,accident_area,month_claimed,week_of_month_claimed,day_of_week_claimed,year,weeks_past,is_holidayweek_claim,sex,marital_status,fault,vehicle_category,vehicle_price,rep_number,deductible,driver_rating,days_policy-accident,days_policy-claim,past_number_of_claims,age_of_vehicle,age_of_policy-holder,police_report_filed,witness_present,agent_type,number_of_suppliments,address_change-claim,number_of_cars,base_policy,class
feb,4,monday,honda,urban,mar,1,thu,1996,2,0,male,married,policy-holder,sport,20<=X<=29,8,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,3<=X<=5,none,<3,liability,legal
jun,1,sunday,pontiac,urban,jun,1,mon,1996,0,0,male,single,third-party,sedan,20<=X<=29,6,400,2,>30,>30,none,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
dec,1,friday,mazda,urban,dec,1,fri,1996,0,0,female,single,policy-holder,sport,20<=X<=29,10,400,4,>30,>30,>4,4-Jan,31<=X<=35,no,no,external,none,none,<3,liability,legal
nov,4,monday,accura,urban,nov,4,thu,1996,0,0,male,single,policy-holder,sport,30<=X<=39,8,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
nov,3,saturday,mazda,urban,nov,4,tue,1996,1,0,male,married,policy-holder,sport,30<=X<=39,14,400,3,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
nov,3,thursday,pontiac,urban,nov,3,fri,1996,0,1,male,married,third-party,sedan,30<=X<=39,4,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
nov,3,wednesday,pontiac,urban,nov,4,mon,1996,1,0,male,married,policy-holder,sport,30<=X<=39,2,400,3,>30,>30,2<=X<=4,8,36<=X<=40,no,no,external,none,4<=X<=8,<3,liability,legal
nov,3,monday,pontiac,urban,nov,3,tue,1996,0,1,male,married,policy-holder,sedan,20<=X<=29,1,400,2,>30,>30,one,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
oct,2,monday,mazda,urban,oct,2,thu,1996,0,0,male,married,third-party,sedan,20<=X<=29,11,400,3,>30,>30,none,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,legal
aug,2,thursday,pontiac,rural,aug,3,tue,1996,1,0,male,married,policy-holder,sedan,<20,11,400,3,>30,>30,one,8,>65,no,no,external,3<=X<=5,none,<3,all-perils,legal
aug,1,friday,mazda,urban,aug,3,fri,1996,2,0,male,single,policy-holder,sedan,20<=X<=29,6,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,all-perils,legal
jul,4,friday,mazda,rural,jul,4,wed,1996,0,0,male,married,policy-holder,sport,20<=X<=29,10,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,liability,legal
jul,4,thursday,chevrolet,urban,aug,1,mon,1996,2,0,female,single,policy-holder,sedan,20<=X<=29,8,400,2,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
jul,3,monday,pontiac,rural,jul,4,wed,1996,1,0,male,married,policy-holder,sedan,30<=X<=39,14,400,3,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
apr,2,wednesday,honda,urban,apr,4,fri,1996,2,0,male,married,policy-holder,sedan,20<=X<=29,7,400,2,>30,>30,none,7,51<=X<=65,no,no,external,none,none,<3,collision,legal
mar,4,friday,ford,urban,apr,1,fri,1996,2,1,male,widow,policy-holder,sedan,30<=X<=39,13,400,1,>30,>30,>4,7,51<=X<=65,no,no,external,>5,none,<3,all-perils,legal
mar,4,monday,toyota,urban,mar,4,wed,1996,0,0,male,married,third-party,sedan,30<=X<=39,12,400,3,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
feb,4,friday,vW,urban,mar,1,thu,1996,2,0,male,married,third-party,sedan,60<=X<=69,14,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,3<=X<=5,none,<3,all-perils,legal
sep,4,friday,toyota,urban,oct,1,sun,1996,2,0,male,single,policy-holder,sedan,20<=X<=29,1,400,1,>30,>30,none,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
sep,4,thursday,chevrolet,urban,sep,4,fri,1996,0,0,female,single,third-party,sport,20<=X<=29,12,400,2,>30,>30,one,5,26<=X<=30,no,no,external,1<=X<=2,none,<3,liability,legal
aug,3,wednesday,chevrolet,urban,aug,3,fri,1996,0,0,male,married,third-party,sport,30<=X<=39,6,400,2,>30,>30,none,7,36<=X<=40,no,no,internal,>5,none,<3,liability,legal
aug,3,friday,honda,rural,dec,4,fri,1996,21,0,male,single,policy-holder,sedan,20<=X<=29,6,400,1,>30,>30,none,4-Jan,21<=X<=25,no,no,external,3<=X<=5,none,<3,collision,legal
jan,1,friday,toyota,urban,feb,1,wed,1996,5,0,male,single,policy-holder,sport,30<=X<=39,15,400,2,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
dec,5,saturday,chevrolet,urban,jan,5,tue,1996,5,0,male,married,policy-holder,sport,20<=X<=29,16,400,3,>30,>30,>4,8,41<=X<=50,no,no,external,none,none,<3,liability,legal
apr,2,monday,honda,urban,jun,2,tue,1996,10,0,female,married,policy-holder,sport,30<=X<=39,7,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,liability,legal
mar,5,wednesday,mazda,urban,mar,5,wed,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,3,400,2,>30,>30,none,8,>65,no,no,external,1<=X<=2,none,<3,collision,legal
may,3,friday,toyota,urban,may,4,mon,1996,1,0,male,single,policy-holder,sport,30<=X<=39,7,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
apr,5,sunday,pontiac,urban,may,1,thu,1996,1,0,male,single,policy-holder,sedan,<20,12,400,2,>30,>30,none,6,26<=X<=30,no,no,external,>5,4<=X<=8,<3,collision,legal
aug,2,friday,chevrolet,urban,aug,4,tue,1996,2,0,male,married,third-party,sedan,20<=X<=29,16,400,1,>30,>30,2<=X<=4,8,41<=X<=50,yes,no,external,>5,none,<3,all-perils,legal
jun,1,monday,mazda,urban,jun,2,mon,1996,1,0,male,married,third-party,sport,>69,9,400,2,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,collision,legal
jun,3,monday,mazda,urban,jun,3,mon,1996,0,0,female,married,policy-holder,sport,20<=X<=29,12,400,2,>30,>30,>4,7,36<=X<=40,no,no,external,none,none,3<=X<=4,liability,legal
apr,1,monday,honda,urban,apr,1,tue,1996,0,1,male,married,policy-holder,sport,20<=X<=29,3,400,4,>30,>30,>4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
apr,1,saturday,chevrolet,urban,apr,1,mon,1996,0,1,male,married,policy-holder,sedan,30<=X<=39,11,400,4,>30,>30,>4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
apr,3,wednesday,toyota,urban,may,1,thu,1996,3,0,male,married,policy-holder,sedan,<20,14,400,1,>30,>30,none,8,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
apr,3,friday,mazda,rural,apr,3,fri,1996,0,0,male,single,policy-holder,sport,20<=X<=29,1,400,3,>30,>30,2<=X<=4,4-Jan,21<=X<=25,no,no,external,>5,none,<3,liability,legal
apr,2,saturday,toyota,urban,may,1,tue,1996,4,0,male,married,policy-holder,sedan,<20,12,400,4,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jun,2,sunday,toyota,urban,jun,2,mon,1996,0,0,male,married,policy-holder,sport,30<=X<=39,6,400,4,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
jun,2,sunday,mazda,urban,jun,2,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,3,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,>5,none,<3,collision,legal
jun,2,wednesday,nisson,urban,jun,4,mon,1996,2,0,male,married,policy-holder,sedan,>69,10,400,2,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jun,2,wednesday,honda,urban,jun,2,fri,1996,0,0,male,single,policy-holder,sport,20<=X<=29,3,500,4,>30,>30,>4,7,41<=X<=50,no,no,external,none,2<=X<=3,<3,liability,legal
may,4,monday,pontiac,rural,may,4,mon,1996,0,0,male,married,policy-holder,sedan,30<=X<=39,4,400,2,>30,>30,one,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
jun,2,wednesday,honda,urban,jun,4,mon,1996,2,0,male,single,policy-holder,sedan,20<=X<=29,15,400,1,>30,>30,none,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,fraud
sep,4,thursday,honda,rural,oct,1,thu,1996,2,0,male,married,third-party,sedan,30<=X<=39,7,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
sep,3,thursday,mazda,urban,oct,1,wed,1996,3,0,male,single,third-party,sedan,30<=X<=39,2,400,3,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
sep,2,thursday,pontiac,urban,sep,2,mon,1996,0,0,male,married,policy-holder,sedan,30<=X<=39,13,400,1,>30,>30,none,8,36<=X<=40,no,no,external,1<=X<=2,none,<3,collision,legal
sep,1,tuesday,toyota,urban,sep,3,wed,1996,2,0,male,married,third-party,sport,20<=X<=29,1,400,4,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,liability,legal
oct,3,monday,chevrolet,urban,nov,4,fri,1996,6,0,female,single,policy-holder,sport,>69,10,400,3,>30,>30,>4,6,36<=X<=40,no,no,external,none,none,<3,liability,legal
jun,2,wednesday,toyota,rural,jun,3,mon,1996,1,0,male,married,policy-holder,sedan,20<=X<=29,11,400,1,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,collision,fraud
oct,3,friday,accura,rural,oct,3,mon,1996,0,1,male,married,policy-holder,sedan,>69,2,400,3,>30,>30,none,8,36<=X<=40,no,no,external,3<=X<=5,4<=X<=8,<3,all-perils,legal
apr,2,saturday,chevrolet,urban,apr,2,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,10,400,2,>30,>30,none,8,41<=X<=50,no,no,external,1<=X<=2,none,<3,all-perils,legal
apr,1,thursday,accura,urban,apr,1,thu,1996,0,1,male,married,third-party,sedan,30<=X<=39,1,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
may,2,sunday,toyota,urban,may,4,mon,1996,2,0,male,single,policy-holder,sport,20<=X<=29,1,400,1,>30,>30,one,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
may,1,wednesday,toyota,urban,may,1,fri,1996,0,0,female,married,policy-holder,sedan,<20,7,400,4,>30,>30,one,5,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jul,4,wednesday,toyota,urban,aug,5,thu,1996,6,0,male,single,policy-holder,sedan,20<=X<=29,13,400,4,>30,>30,>4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jul,4,friday,pontiac,rural,aug,1,thu,1996,2,0,male,married,policy-holder,sedan,30<=X<=39,8,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
jul,1,monday,ford,rural,jul,1,wed,1996,0,0,male,married,policy-holder,sedan,40<=X<=59,2,400,1,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
aug,5,monday,pontiac,urban,sep,1,mon,1996,1,1,male,single,policy-holder,sedan,30<=X<=39,6,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jun,2,wednesday,mazda,rural,jun,3,fri,1996,1,0,male,single,third-party,sedan,20<=X<=29,4,400,4,>30,>30,none,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
nov,3,tuesday,nisson,urban,nov,3,thu,1996,0,1,male,married,third-party,utility,>69,1,400,4,>30,>30,one,8,51<=X<=65,no,no,external,>5,none,<3,all-perils,legal
nov,1,sunday,toyota,rural,nov,5,tue,1996,4,1,male,married,policy-holder,sedan,20<=X<=29,15,400,2,>30,>30,none,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
dec,3,tuesday,ford,urban,dec,4,wed,1996,1,0,male,married,policy-holder,sedan,30<=X<=39,7,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
feb,1,sunday,pontiac,rural,feb,2,thu,1996,1,0,male,married,third-party,sport,20<=X<=29,9,400,3,>30,>30,2<=X<=4,6,51<=X<=65,no,no,external,none,none,<3,liability,legal
feb,1,saturday,pontiac,urban,feb,2,mon,1996,1,0,male,married,policy-holder,sedan,<20,1,400,3,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
jun,2,wednesday,chevrolet,urban,jun,2,mon,1996,0,0,male,single,policy-holder,sedan,>69,7,400,2,>30,>30,one,7,36<=X<=40,no,no,external,1<=X<=2,none,<3,all-perils,fraud
mar,2,wednesday,chevrolet,urban,mar,3,thu,1996,1,0,female,married,policy-holder,sedan,20<=X<=29,11,400,3,>30,>30,none,6,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jun,1,saturday,mazda,rural,jun,1,mon,1996,0,0,female,married,third-party,sedan,20<=X<=29,11,400,2,>30,>30,2<=X<=4,8,>65,no,no,external,none,none,<3,collision,legal
jun,1,wednesday,pontiac,urban,jun,1,thu,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,2,400,2,>30,>30,one,8,>65,no,no,external,>5,none,<3,collision,legal
jul,1,monday,pontiac,urban,jul,1,mon,1996,0,0,male,single,third-party,sedan,20<=X<=29,10,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jul,1,monday,honda,urban,jul,5,thu,1996,4,0,female,married,policy-holder,sport,20<=X<=29,5,400,3,>30,>30,>4,7,41<=X<=50,no,no,external,none,none,<3,liability,legal
sep,4,wednesday,mazda,urban,sep,4,fri,1996,0,0,male,married,third-party,sedan,20<=X<=29,16,400,4,>30,>30,>4,6,31<=X<=35,no,no,external,1<=X<=2,one,<3,all-perils,legal
sep,1,monday,chevrolet,urban,sep,3,tue,1996,2,0,male,married,policy-holder,utility,>69,8,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
feb,4,wednesday,accura,urban,feb,4,thu,1996,0,1,male,married,third-party,sport,>69,14,400,2,>30,>30,one,8,36<=X<=40,no,no,external,>5,none,3<=X<=4,liability,legal
jun,2,thursday,mazda,urban,jun,2,mon,1996,0,0,male,married,policy-holder,sedan,30<=X<=39,1,700,4,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,>5,none,<3,collision,fraud
may,4,sunday,honda,urban,dec,1,mon,1996,32,0,male,single,third-party,sedan,20<=X<=29,6,400,4,>30,>30,>4,7,31<=X<=35,no,no,external,>5,none,<3,collision,legal
jul,5,sunday,toyota,urban,jul,5,mon,1996,0,0,male,married,policy-holder,sport,20<=X<=29,16,400,3,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
oct,1,thursday,chevrolet,urban,oct,1,fri,1996,0,0,male,married,third-party,sedan,30<=X<=39,7,400,4,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
sep,3,wednesday,mazda,urban,sep,4,wed,1996,1,0,male,single,policy-holder,sport,20<=X<=29,15,400,2,>30,>30,2<=X<=4,4-Jan,26<=X<=30,no,no,external,>5,none,<3,liability,legal
oct,4,sunday,honda,urban,oct,4,mon,1996,0,0,male,married,policy-holder,sport,20<=X<=29,16,400,4,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,liability,legal
aug,3,thursday,pontiac,urban,aug,3,thu,1996,0,0,male,married,policy-holder,sport,20<=X<=29,4,400,2,>30,>30,>4,8,51<=X<=65,no,no,external,3<=X<=5,none,<3,liability,legal
aug,3,thursday,mazda,urban,aug,3,fri,1996,0,0,male,single,policy-holder,sport,20<=X<=29,3,400,2,>30,>30,one,6,31<=X<=35,no,no,external,1<=X<=2,none,<3,liability,legal
jun,2,thursday,saturn,urban,jun,2,tue,1996,0,0,male,married,policy-holder,sedan,60<=X<=69,15,400,4,>30,>30,none,8,>65,no,no,external,none,none,<3,all-perils,fraud
jun,2,thursday,toyota,urban,sep,4,mon,1996,17,0,male,married,policy-holder,sport,30<=X<=39,1,400,2,>30,>30,none,8,51<=X<=65,no,no,external,>5,none,<3,liability,legal
jul,2,sunday,pontiac,urban,jul,2,mon,1996,0,0,male,married,policy-holder,sport,20<=X<=29,11,400,2,>30,>30,>4,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
jun,2,saturday,mazda,urban,jun,3,mon,1996,1,0,male,married,policy-holder,sport,30<=X<=39,6,400,3,>30,>30,one,6,36<=X<=40,no,no,external,1<=X<=2,none,<3,liability,legal
jun,2,friday,chevrolet,urban,jun,2,tue,1996,0,0,male,married,third-party,sedan,20<=X<=29,14,400,4,>30,>30,one,7,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
mar,1,monday,toyota,urban,mar,2,tue,1996,1,0,female,married,policy-holder,sport,<20,10,400,3,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,liability,legal
jun,2,friday,honda,rural,jun,3,mon,1996,1,0,male,married,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,2<=X<=4,4-Jan,36<=X<=40,no,no,external,none,none,<3,all-perils,fraud
dec,2,thursday,pontiac,urban,dec,2,fri,1996,0,0,female,single,policy-holder,sport,20<=X<=29,5,400,4,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
nov,5,tuesday,pontiac,urban,nov,5,tue,1996,0,1,male,married,third-party,sedan,30<=X<=39,1,400,1,8<=X<=15,8<=X<=15,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,collision,legal
dec,1,thursday,honda,urban,dec,1,mon,1996,0,0,male,single,third-party,sedan,20<=X<=29,4,400,3,>30,>30,none,6,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
nov,4,tuesday,pontiac,urban,nov,4,wed,1996,0,0,female,single,third-party,sedan,<20,11,500,1,>30,>30,one,8,41<=X<=50,no,no,external,>5,2<=X<=3,<3,all-perils,legal
nov,4,tuesday,mazda,urban,nov,4,wed,1996,0,0,male,married,policy-holder,sport,20<=X<=29,12,400,2,>30,>30,one,7,36<=X<=40,no,no,external,none,none,<3,liability,legal
nov,1,friday,pontiac,rural,nov,2,tue,1996,1,0,male,married,third-party,sedan,20<=X<=29,9,400,4,>30,>30,one,8,41<=X<=50,no,no,external,none,none,<3,collision,legal
nov,1,wednesday,mazda,urban,nov,1,thu,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,6,400,2,>30,>30,none,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
oct,2,thursday,toyota,urban,oct,4,mon,1996,2,0,male,single,third-party,sedan,30<=X<=39,5,400,3,>30,>30,one,5,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
oct,2,thursday,saab,urban,oct,4,mon,1996,2,0,male,married,third-party,sedan,30<=X<=39,4,400,3,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
sep,4,tuesday,pontiac,urban,sep,5,wed,1996,1,0,female,married,policy-holder,sedan,20<=X<=29,12,400,2,>30,>30,one,8,>65,no,no,external,3<=X<=5,none,<3,all-perils,legal
aug,4,monday,toyota,urban,oct,1,thu,1996,7,0,male,married,policy-holder,sedan,20<=X<=29,6,400,4,>30,>30,one,4-Jan,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jul,4,tuesday,chevrolet,urban,jul,4,tue,1996,0,0,male,married,policy-holder,sport,30<=X<=39,6,400,4,>30,>30,one,4-Jan,36<=X<=40,no,no,external,none,none,<3,liability,legal
jun,5,tuesday,honda,urban,jul,2,thu,1996,2,0,female,married,third-party,sedan,20<=X<=29,10,400,4,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
jun,4,saturday,honda,urban,jul,5,thu,1996,6,0,female,single,policy-holder,sedan,20<=X<=29,5,400,2,>30,>30,2<=X<=4,5,31<=X<=35,no,no,external,1<=X<=2,none,<3,collision,legal
jun,4,friday,honda,urban,jun,5,thu,1996,1,0,male,single,policy-holder,sedan,30<=X<=39,3,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,collision,legal
jun,2,friday,pontiac,urban,aug,4,thu,1996,12,0,male,single,policy-holder,sedan,20<=X<=29,7,400,1,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,fraud
jun,2,friday,toyota,urban,jun,4,wed,1996,2,0,female,single,third-party,sedan,20<=X<=29,1,700,4,>30,>30,>4,7,36<=X<=40,no,no,external,>5,none,<3,all-perils,legal
may,5,sunday,honda,urban,jun,1,thu,1996,1,0,male,single,third-party,sedan,20<=X<=29,2,400,3,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
jun,2,friday,mazda,urban,jun,2,mon,1996,0,0,male,single,third-party,sedan,20<=X<=29,10,400,2,>30,>30,one,7,31<=X<=35,no,no,external,>5,none,<3,all-perils,legal
may,3,friday,toyota,urban,jun,2,fri,1996,4,0,male,single,policy-holder,sedan,20<=X<=29,3,400,4,>30,>30,one,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
may,2,wednesday,chevrolet,urban,may,3,thu,1996,1,0,male,married,third-party,sedan,20<=X<=29,10,400,1,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
apr,4,tuesday,pontiac,urban,may,4,tue,1996,5,0,male,married,third-party,sport,30<=X<=39,9,400,4,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
mar,2,tuesday,toyota,urban,mar,4,wed,1996,2,0,male,married,policy-holder,sedan,30<=X<=39,3,400,3,>30,>30,2<=X<=4,8,>65,no,no,external,3<=X<=5,none,<3,collision,legal
dec,4,friday,honda,rural,dec,4,tue,1996,0,0,male,single,third-party,sedan,>69,10,400,1,>30,>30,>4,4-Jan,16<=X<=17,no,no,external,none,none,<3,all-perils,legal
jan,5,friday,mazda,urban,feb,2,mon,1996,2,0,male,married,third-party,sedan,20<=X<=29,1,400,1,>30,>30,one,8,>65,no,no,external,>5,4<=X<=8,<3,all-perils,legal
may,2,monday,vW,urban,may,2,tue,1996,0,0,male,married,third-party,sedan,40<=X<=59,6,400,4,>30,>30,one,8,36<=X<=40,no,no,external,none,none,3<=X<=4,collision,legal
dec,1,monday,chevrolet,urban,dec,1,mon,1996,0,0,female,single,policy-holder,sport,20<=X<=29,4,400,1,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,liability,legal
dec,1,saturday,pontiac,urban,dec,1,mon,1996,0,0,male,married,third-party,sedan,20<=X<=29,6,400,2,>30,>30,2<=X<=4,6,41<=X<=50,no,no,external,>5,none,<3,collision,legal
dec,1,monday,honda,urban,dec,1,mon,1996,0,0,male,married,policy-holder,sedan,20<=X<=29,11,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
sep,5,saturday,chevrolet,urban,oct,1,mon,1996,1,0,male,married,third-party,sedan,30<=X<=39,15,400,2,>30,>30,none,8,41<=X<=50,no,no,external,>5,none,<3,all-perils,legal
sep,3,monday,chevrolet,urban,sep,3,mon,1996,0,0,female,married,policy-holder,sport,30<=X<=39,11,400,2,>30,>30,2<=X<=4,8,41<=X<=50,no,no,external,>5,none,<3,liability,legal
sep,3,friday,pontiac,urban,sep,3,fri,1996,0,0,male,married,policy-holder,sport,30<=X<=39,1,400,1,>30,>30,2<=X<=4,8,51<=X<=65,no,no,external,none,none,<3,liability,legal
aug,3,tuesday,toyota,urban,aug,3,wed,1996,0,0,male,married,third-party,sedan,20<=X<=29,15,400,3,>30,>30,2<=X<=4,7,31<=X<=35,no,no,external,none,none,<3,all-perils,legal
jun,4,tuesday,honda,urban,jun,5,wed,1996,1,0,male,married,policy-holder,sport,20<=X<=29,13,400,4,>30,>30,none,7,36<=X<=40,no,no,external,>5,none,<3,liability,legal
jun,4,thursday,ford,urban,jun,4,fri,1996,0,0,male,married,third-party,sedan,40<=X<=59,8,400,3,>30,>30,2<=X<=4,7,41<=X<=50,no,no,external,none,none,<3,all-perils,legal
jun,3,saturday,vW,urban,jun,4,fri,1996,1,0,male,married,policy-holder,sedan,30<=X<=39,2,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,3<=X<=5,none,<3,collision,legal
may,2,tuesday,mazda,urban,dec,2,thu,1996,35,0,male,single,third-party,sedan,30<=X<=39,11,400,1,>30,>30,>4,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
apr,1,saturday,honda,urban,apr,1,tue,1996,0,1,female,married,third-party,sedan,20<=X<=29,12,400,3,>30,>30,2<=X<=4,6,36<=X<=40,no,no,external,none,none,<3,all-perils,legal
mar,4,sunday,mazda,urban,apr,1,wed,1996,2,1,male,married,policy-holder,sedan,20<=X<=29,14,400,2,>30,>30,2<=X<=4,6,31<=X<=35,no,no,external,none,none,<3,collision,legal
mar,4,sunday,mazda,urban,apr,1,tue,1996,2,1,male,single,policy-holder,sedan,20<=X<=29,10,400,4,>30,>30,2<=X<=4,6,26<=X<=30,no,no,external,>5,none,<3,collision,legal
jun,2,saturday,mazda,rural,jun,2,mon,1996,0,0,male,single,third-party,sedan,20<=X<=29,12,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,none,none,<3,collision,legal
nov,5,tuesday,pontiac,rural,dec,5,thu,1996,5,0,male,single,policy-holder,sedan,30<=X<=39,5,400,1,>30,>30,one,6,31<=X<=35,no,no,external,>5,none,<3,collision,legal
nov,5,monday,pontiac,urban,nov,5,mon,1996,0,1,male,single,third-party,sedan,<20,13,400,1,>30,>30,2<=X<=4,4-Jan,21<=X<=25,no,no,external,>5,none,<3,all-perils,legal
nov,4,saturday,chevrolet,urban,nov,5,tue,1996,1,1,male,married,policy-holder,sedan,>69,9,400,1,>30,>30,2<=X<=4,7,36<=X<=40,no,no,external,>5,none,<3,collision,legal
